,avgType,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
36,simple,9,24,3,2,6,2.0,89,0.5297898640296662,-0.3368708959599676,2.56,18544.090000000007,simple-9-24-3-2-6-2.0
37,simple,9,24,3,2,9,1.0,78,0.45389369592088996,-0.3823117012714103,2.5454545454545454,15448.179999999993,simple-9-24-3-2-9-1.0
38,simple,9,24,3,2,9,1.2,82,0.4810877626699629,-0.3364010823921889,2.4166666666666665,15913.150000000001,simple-9-24-3-2-9-1.2
39,simple,9,24,3,2,9,1.4,82,0.499876390605686,-0.3293274746246044,2.727272727272727,17388.240000000005,simple-9-24-3-2-9-1.4
40,simple,9,24,3,2,9,1.6,84,0.511495673671199,-0.3420670704392574,2.8181818181818183,17613.79000000001,simple-9-24-3-2-9-1.6
41,simple,9,24,3,2,9,1.8,83,0.5241038318912238,-0.41201102058803174,2.608695652173913,15685.400000000005,simple-9-24-3-2-9-1.8
42,simple,9,24,3,2,9,2.0,85,0.5322620519159457,-0.49125108803723555,2.4,13270.310000000003,simple-9-24-3-2-9-2.0
43,simple,9,24,3,2,12,1.0,77,0.4630407911001236,-0.377612655102212,2.6666666666666665,14714.869999999994,simple-9-24-3-2-12-1.0
44,simple,9,24,3,2,12,1.2,78,0.4843016069221261,-0.3375856317171505,2.7142857142857144,17432.600000000006,simple-9-24-3-2-12-1.2
45,simple,9,24,3,2,12,1.4,87,0.4976514215080346,-0.3048170458559893,2.782608695652174,19716.730000000007,simple-9-24-3-2-12-1.4
46,simple,9,24,3,2,12,1.6,82,0.5213844252163164,-0.3982261806342119,2.4166666666666665,15076.089999999997,simple-9-24-3-2-12-1.6
47,simple,9,24,3,2,12,1.8,82,0.5258343634116193,-0.3392928031116956,2.9047619047619047,17363.810000000016,simple-9-24-3-2-12-1.8
48,simple,9,24,3,2,12,2.0,87,0.5354758961681088,-0.5218162846851704,2.2222222222222223,11866.67000000001,simple-9-24-3-2-12-2.0
49,simple,9,24,3,2,15,1.0,76,0.4647713226205192,-0.3353440018646867,3.0,16490.9,simple-9-24-3-2-15-1.0
50,simple,9,24,3,2,15,1.2,77,0.4838071693448702,-0.3489640428732197,2.85,18008.550000000003,simple-9-24-3-2-15-1.2
51,simple,9,24,3,2,15,1.4,80,0.5028430160692212,-0.37517618008791725,2.8095238095238093,16796.68,simple-9-24-3-2-15-1.4
52,simple,9,24,3,2,15,1.6,81,0.5144622991347343,-0.36593378178070257,2.857142857142857,17157.88,simple-9-24-3-2-15-1.6
53,simple,9,24,3,2,15,1.8,84,0.5300370828182942,-0.43178143107397926,2.5,14483.409999999983,simple-9-24-3-2-15-1.8
54,simple,9,24,3,2,15,2.0,81,0.5426452410383189,-0.4644325635431955,2.857142857142857,13682.650000000005,simple-9-24-3-2-15-2.0
55,simple,9,24,3,3,3,1.0,64,0.3908529048207664,-0.27934934432042174,1.9090909090909092,12992.449999999984,simple-9-24-3-3-3-1.0
56,simple,9,24,3,3,3,1.2,71,0.42620519159456116,-0.38050558943802526,1.84,13240.349999999986,simple-9-24-3-3-3-1.2
57,simple,9,24,3,3,3,1.4,66,0.45315203955500616,-0.37791661761337214,1.8695652173913044,14287.919999999998,simple-9-24-3-3-3-1.4
58,simple,9,24,3,3,3,1.6,69,0.4608158220024722,-0.3424786926179125,1.76,14549.100000000002,simple-9-24-3-3-3-1.6
59,simple,9,24,3,3,3,1.8,68,0.4679851668726823,-0.3658134587637473,1.9565217391304348,14851.440000000002,simple-9-24-3-3-3-1.8
60,simple,9,24,3,3,3,2.0,68,0.4823238566131026,-0.2728649952954465,2.090909090909091,18395.019999999993,simple-9-24-3-3-3-2.0
61,simple,9,24,3,3,6,1.0,58,0.40593325092707044,-0.3548341467493903,2.0526315789473686,13576.429999999988,simple-9-24-3-3-6-1.0
62,simple,9,24,3,3,6,1.2,63,0.42472187886279356,-0.3415441703239888,2.0,15347.289999999986,simple-9-24-3-3-6-1.2
63,simple,9,24,3,3,6,1.4,63,0.449938195302843,-0.29511283170293856,1.8636363636363635,16257.839999999998,simple-9-24-3-3-6-1.4
64,simple,9,24,3,3,6,1.6,61,0.4630407911001236,-0.28400077755175185,2.210526315789474,17807.589999999997,simple-9-24-3-3-6-1.6
